,5,1,1,1,1,1,14,1,1
15,0,0,0,0,0,0,0,0,0
5,0,0.0526,0.0348,0.0316,0.029,0.019,0.019,0,0
5,0,0.0486,0.0348,0.0314,0.029,0.0202,0.0202,0.01575,0.01575
5,0,0.0446,0.0348,0.0314,0.029,0.0194,0.0194,0.03915,0.0443
5,0,0.0406,0.0348,0.0314,0.0288,0.0176,0.0176,0.1188,0.0899
1,0,0.1001,0.1001,0.1001,0.1001,0.1001,0.1001,0.1001,0.08715
4,0,0.1001,0.08715,0.08715,0.08715,0.08715,0.08715,0.08715,0.08715
5,0,0.0814,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995,0.11995
5,0,0.25885,0.20095,0.20095,0.20095,0.20095,0.20095,0.20095,0.20095
