,1,1,2,2
5,0.25,0.15,0.1,0.1281
5,0.25,0.15,0.1,0.12282
5,0.25,0.15,0.1,0.03856
5,0.25,0.15,0.1,0.02296
5,0.25,0.15,0.1,0.01676
5,0.25,0.15,0.1,0.0148
5,0.25,0.15,0.1,0.02
5,0.25,0.15,0.1,0.032
5,0.25,0.15,0.1,0.032
5,0.25,0.15,0.1,0
