,8,4,1,1,1,1,1,1,1,1,1,1,3,5,5
1,0.054,0.0595,0.058,0.0545,0.0505,0.045,0.0415,0.0395,0.037,0.036,0.0325,0.031,0.0295,0.028,0.025
