,29,1,10
28,0,0.003,0.003
1,0,0.004,0.004
1,0,0.004,0.004
1,0,0.005,0.005
1,0,0.006,0.006
1,0,0.007,0.007
1,0,0.009,0.009
1,0,0.011,0.011
1,0,0.05,0.05
1,0,0.06,0.06
1,0,0.07,0.07
1,0,0.08,0.08
1,0,0.09,0.09
1,0,0.15,0.15
1,0,0.16,0.16
1,0,0.328,0.328
1,0,0.28,0.28
1,0,0.28,0.28
1,0.324,0.5,0.3
5,0.148,0.3,0.3
5,0.164,0.3,0.3
