,29,1,2,5,3
29,0.025,0.03,0.0345,0.5,1
3,0.05,0.06,0.069,0.5,1
2,0.1,0.12,0.138,0.5,1
5,0.15,0.15,0.1725,0.5,1
5,0.2,0.2,0.23,0.5,1
5,0.3,0.3,0.345,0.5,1
1,1,1,1,1,1
