,1,1,1,1,1,1,1,1,1,1,1
9,0.129675,0.089775,0.081225,0.07695,0.0665,0.0665,0.062225,0.062225,0.0475,0.043225,0.0168625
1,0.1365,0.0945,0.0855,0.081,0.07,0.07,0.0655,0.0655,0.05,0.0455,0.01775
