,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.09,0.09,0.06,0.045,0.04,0.0375,0.035,0.0325,0.03,0.0275,0.025,0.024,0.023,0.022,0.021,0.02,0.02,0.02,0.02,0.02
