,1,1,1,1,1
5,0.25,0.2,0.15,0.12,0.1
5,0.25,0.2,0.15,0.12,0.1
5,0.25,0.2,0.15,0.12,0.088
5,0.25,0.2,0.15,0.12,0.062
5,0.25,0.2,0.15,0.12,0.044
5,0.25,0.2,0.15,0.12,0.034
5,0.25,0.2,0.15,0.12,0.027
5,0.25,0.2,0.15,0.12,0.019
5,0.25,0.2,0.15,0.12,0.012
