,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0875,0.085,0.0825,0.08,0.0775,0.0775,0.0725,0.07,0.0675,0.0625,0.055,0.0525,0.05,0.05,0.0475,0.0475,0.045,0.0425,0.0425,0.0425,0.04,0.0375,0.0375,0.0375,0.035
