,1
5,110148
5,"15,303"
5,"54,800"
5,"65,944"
5,"51,649"
5,"310,302"
5,"2,903,592"
5,"7,630,111"
5,"10,710,584"
5,"8,002,655"
5,"5,009,482"
5,"2,434,691"
5,"600,662"
5,"173,028"
