,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0725,0.0675,0.065,0.0625,0.0615,0.0605,0.0595,0.0585,0.0575,0.0565,0.0555,0.0545,0.0535,0.0525,0.052,0.0515,0.051,0.0505
