,1,1,1,1,1
5,0.193655,0.176185,0.15791,0.13188,0.105435
5,0.18311,0.166815,0.149525,0.12479,0.098765
5,0.17894,0.163105,0.139875,0.105685,0.0824
5,0.163815,0.149285,0.12419,0.092905,0.07423
5,0.14683,0.13378,0.112055,0.08653,0.072835
5,0.12793,0.116455,0.10252,0.08365,0.073215
5,0.122325,0.112695,0.09971,0.08156,0.07582
5,0.127845,0.117825,0.10629,0.08988,0.08319
