,1
19,3
5,4
1,3
1,1
1,1
1,1
1,4
1,5
1,10
1,11
1,10
1,11
1,62
1,104
1,135
1,183
1,216
1,257
1,281
1,362
1,415
1,474
1,544
1,554
1,654
1,568
1,447
5,1969
5,1143
1,698
