,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.02625,0.02525,0.02425,0.02325,0.022,0.02075,0.02,0.019,0.018,0.017,0.016,0.015,0.014,0.013,0.012,0.011,0.01025,0.0095,0.00825,0.007
