,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.09374,0.06932,0.05806,0.05076,0.04504,0.03862,0.0348,0.03142,0.0283,0.02554,0.02306,0.02076,0.01878,0.01692,0.01564,0.01502,0.01442,0.0139,0.01346,0.0124,0.01198,0.0113,0.01068,0.01008,0.00948,0.0089,0.0083,0.00782,0.00732,0.00692
