,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.051,0.039,0.039,0.035,0.03,0.027,0.027,0.026,0.024,0.022,0.02,0.018,0.015,0.012,0.009,0.005,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0
