,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.107,0.075,0.059,0.037,0.026,0.018,0.014,0.013,0.012,0.017,0.012,0.012,0.012,0.012,0.012,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0
