,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.048058,0.024484,0.01935,0.0187,0.01805,0.0174,0.01675,0.0161,0.01545,0.0148,0.01415,0.0135,0.01285,0.0122,0.01155,0.0109,0.01025,0.0096,0.00895,0.0083,0.00765,0.007,0.00635,0.0057,0.00505,0.0044,0.00375,0.0031,0.00245,0.0018
