,4,1,4,10,5,5,1,1
30,0,0,0,0,0,0,0,0
5,0,0.1,0.05,0.05,0.07,0.0867,0.35,0.2
5,0,0.1,0.05,0.05,0.07,0.25,0.35,0.1363
2,0,0.09,0.09,0.09,0.35,0.25,0.35,0.24
3,0,0.15,0.15,0.33,0.35,0.25,0.35,0.33
5,0.3,0.3,0.3,0.3,0.35,0.25,0.35,0.3
5,0.22,0.22,0.22,0.22,0.35,0.25,0.35,0.22
