,1
30,0.35
1,0.3
1,0.25
1,0.35
1,0.45
1,0.45
1,0.45
1,0.45
1,0.45
1,0.45
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
