,1,1,1,1,1
5,0.05,0.05,0.05,0.04,0.015
5,0.05,0.05,0.05,0.04,0.015
5,0.05,0.05,0.05,0.04,0.02
5,0.05,0.05,0.05,0.04,0.015
5,0.05,0.05,0.05,0.04,0.015
5,0.05,0.05,0.05,0.04,0.015
5,0.05,0.05,0.05,0.04,0.015
5,0.05,0.05,0.05,0.04,0.015
