,1,1,1,1,1,1,1,1,1,1
1,0.2,0.18,0.1,0.09,0.075,0.05,0.05,0.035,0.035,0.025
1,0.175,0.16,0.1,0.09,0.075,0.05,0.05,0.035,0.035,0.025
10,0.175,0.14,0.1,0.09,0.075,0.05,0.05,0.035,0.035,0.025
3,0.15,0.12,0.1,0.08,0.075,0.05,0.05,0.035,0.035,0.025
1,0.15,0.1,0.1,0.07,0.075,0.05,0.05,0.035,0.035,0.025
1,0.15,0.1,0.1,0.07,0.06,0.05,0.05,0.035,0.035,0.025
1,0.15,0.1,0.1,0.07,0.06,0.05,0.05,0.035,0.035,0.025
1,0.15,0.1,0.1,0.07,0.06,0.05,0.05,0.035,0.035,0.025
1,0.125,0.1,0.07,0.06,0.06,0.05,0.05,0.035,0.035,0.025
6,0.125,0.1,0.07,0.06,0.05,0.05,0.05,0.035,0.035,0.025
3,0.125,0.1,0.07,0.06,0.05,0.05,0.05,0.035,0.035,0.025
3,0.125,0.1,0.07,0.06,0.05,0.05,0.05,0.035,0.035,0.025
2,0.125,0.1,0.07,0.06,0.05,0.05,0.05,0.035,0.035,0.025
1,0.12,0.1,0.08,0.06,0.05,0.05,0.05,0.035,0.035,0.025
4,0.115,0.1,0.08,0.06,0.05,0.05,0.05,0.035,0.035,0.025
6,0.115,0.1,0.1,0.06,0.05,0.05,0.05,0.035,0.035,0.025
1,0.115,0.1,0.14,0.06,0.05,0.05,0.05,0.035,0.035,0.025
