,5,5
30,0.02,0
1,0.0232,0
1,0.0256,0
1,0.0238,0
1,0.0376,0
1,0.0602,0.0602
1,0.0524,0.0524
1,0.0546,0.0546
1,0.0628,0.0628
1,0.074,0.074
1,0.083,0.083
1,0.118,0.118
1,0.17,0.17
1,0.156,0.156
1,0.168,0.168
