,1,1,1,1,1,76
5,0.352,0.192,0.146,0.114,0.1,0.14
5,0.416,0.208,0.15,0.118,0.108,0.106
5,0.416,0.208,0.15,0.118,0.108,0.071
5,0.416,0.208,0.15,0.118,0.108,0.0585
5,0.416,0.208,0.15,0.118,0.108,0.044
5,0.416,0.208,0.15,0.118,0.108,0.044
5,0.416,0.208,0.15,0.118,0.108,0.044
5,0.416,0.208,0.15,0.118,0.108,0.044
5,0.416,0.208,0.15,0.118,0.108,0.044
5,0.416,0.208,0.15,0.118,0.108,0.044
