,81
30,0
1,0.55
1,0.492
1,0.424
1,0.404
1,0.384
1,0.296
1,0.268
1,0.25
1,0.244
1,0.244
1,0.252
1,0.264
1,0.274
1,0.274
1,0.294
1,0.27
1,0.28
1,0.23
1,0.19
1,0.2
1,1
