,1
5,10504
5,18757.5
5,30762.5
5,49269
5,80785.5
5,129806
5,944253
5,4089805
5,9510358
5,12433381
5,9234440.5
5,6208232
5,3752323.5
5,1908727
5,708441
5,166291
1,6001.5
