,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0295,0.029,0.026,0.026,0.026,0.018,0.018,0.018,0.016,0.016,0.0115,0.0115,0.0115,0.0115,0.01,0.008,0.008,0.008,0.008,0.008,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
