,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.1145,0.07375,0.06325,0.05275,0.04775,0.03775,0.03275,0.02725,0.025,0.02275,0.02,0.02,0.02,0.015,0.015,0.015,0.013875,0.013875,0.011125,0.01,0.008625,0.008625,0.008625,0.008625,0.008625,0.008625,0.008625,0.008625,0.008625,0.008625
