,1
30,0
1,0
1,0.04
1,0.015
1,0.015
1,0.025
1,0.025
1,0.035
1,0.045
1,0.045
1,0.045
1,0.075
1,0.19
1,0.15
1,0.17
1,0.21
1,0.2
1,0.2
1,0.3
1,0.35
1,1
