,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.0851,0.0809,0.0746,0.0694,0.0652,0.0621,0.0589,0.0568,0.0547,0.0531,0.0516,0.05,0.0484,0.0468,0.0458,0.0447,0.0437,0.0426,0.0421,0.0416,0.0411,0.04
