,1,1,1,1,1,76
5,0.389,0.22,0.161,0.12325,0.101,0.164
5,0.389,0.22,0.161,0.12325,0.101,0.1275
5,0.389,0.22,0.161,0.12325,0.101,0.093125
5,0.389,0.22,0.161,0.12325,0.101,0.072875
5,0.389,0.22,0.161,0.12325,0.101,0.056875
5,0.389,0.22,0.161,0.12325,0.101,0.05325
5,0.389,0.22,0.161,0.12325,0.101,0.05325
5,0.389,0.22,0.161,0.12325,0.101,0.05325
5,0.389,0.22,0.161,0.12325,0.101,0.05325
5,0.389,0.22,0.161,0.12325,0.101,0.05325
