,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.07,0.0675,0.065,0.0625,0.06,0.06,0.0575,0.055,0.055,0.0525,0.05,0.0475,0.0475,0.045,0.045,0.045,0.0425,0.0425,0.0425,0.0425,0.04,0.04,0.0375,0.0375,0.035
