,1,2,2,1
5,0.25,0.1,0.075,0.05
5,0.25,0.1,0.075,0.035
5,0.25,0.1,0.04,0.029
5,0.25,0.1,0.04,0.023
5,0.25,0.1,0.04,0.015
5,0.25,0.1,0.04,0.015
5,0.25,0.1,0.04,0.015
5,0.25,0.1,0.04,0.015
5,0.25,0.1,0.04,0.015
5,0.25,0.1,0.04,0.015
