,4,5,10,10
5,0.34,0,0,0
5,0.24,0.12,0,0
5,0.2,0.0825,0.065,0
5,0.18,0.0725,0.06,0
5,0.16,0.06,0.04,0.03
5,0.1475,0.0525,0.0375,0.025
5,0.14,0.045,0.035,0.025
5,0.14,0.04,0.03,0.025
5,0.14,0.04,0,0
5,0.14,0.085,0,0
5,0.14,0.085,0,0
