,4,5,10,10
5,0.28,0,0,0
5,0.195,0.1,0,0
5,0.175,0.07,0.05,0
5,0.16,0.06,0.0475,0
5,0.155,0.045,0.035,0.025
5,0.14,0.04,0.03,0.0225
5,0.13,0.04,0.0275,0.02
5,0.12,0.0375,0.0275,0.02
5,0.12,0.0425,0,0
5,0.16,0.07,0,0
5,0.17,0.07,0,0
