,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0835,0.0700,0.0690,0.0640,0.0630,0.0625,0.0620,0.0615,0.0610,0.0605,0.0600,0.0595,0.0590,0.0585,0.0580,0.0575,0.0570,0.0565,0.0560,0.0555,0.0550,0.0550,0.0545,0.0545,0.0550,0.0550,0.0460,0.0460,0.0455,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0360
