,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.24645,0.1988,0.1671,0.1461,0.12855,0.11195,0.0989,0.0892,0.0832,0.0814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.24645,0.1988,0.1671,0.1461,0.12855,0.11195,0.0989,0.0892,0.0832,0.0814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.22265,0.18015,0.15135,0.1328,0.1178,0.106,0.0952,0.08485,0.07375,0.0618,0.04975,0.04675,0.04365,0.04065,0.03765,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.2011,0.16105,0.1356,0.1186,0.1076,0.0986,0.0897,0.0797,0.0656,0.04695,0.04975,0.04675,0.04365,0.04065,0.03765,0.0351,0.03255,0.02955,0.02755,0.025,0,0,0,0,0,0,0,0
5,0.18,0.14185,0.11895,0.1055,0.09695,0.08985,0.0823,0.0723,0.0572,0.0352,0.04365,0.04365,0.04365,0.04065,0.03765,0.0351,0.03255,0.02955,0.02755,0.025,0.023,0.022,0.02,0.018,0.017,0,0,0
5,0.1629,0.1252,0.1044,0.09295,0.08585,0.0802,0.0741,0.064,0.049,0.02755,0.04065,0.03765,0.0351,0.03255,0.02955,0.02955,0.02955,0.02955,0.02755,0.025,0.023,0.022,0.02,0.018,0.017,0.016,0.01455,0
5,0.14945,0.1132,0.0934,0.08195,0.07585,0.06965,0.06355,0.05445,0.04145,0.02255,0.02955,0.02955,0.02955,0.02955,0.02955,0.02755,0.025,0.023,0.022,0.02,0.02,0.02,0.02,0.018,0.017,0.016,0.01455,0
5,0.1421,0.10675,0.0854,0.07395,0.06495,0.05785,0.0512,0.0431,0.0341,0.02265,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.017,0.016,0.01455,0,0,0,0
5,0.1383,0.1044,0.0814,0.06685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
