,1
33,0
1,0.17
1,0.25
1,0.21
1,0.27
1,0.3
1,0.3
1,0.3
1,0.26
1,0.15
1,0.2
1,0.4
1,0.4
1,0.4
1,0.4
1,0.4
1,0.4
1,0.4
1,1
1,1
1,1
1,1
1,1
1,1
