,5,5,71
5,0.074,0,0
5,0.086,0.038,0
5,0.09,0.038,0.0192
5,0.092,0.0365,0.0183
5,0.088,0.034,0.0148
5,0.082,0.034,0.013
5,0.094,0.036,0.018
5,0.112,0.039,0.021
5,0.112,0.039,0.021
5,0.112,0.039,0.021
5,0.112,0.039,0.021
5,0,0,0
