,29,1
29,0.091,0.091
1,0.091,0.1
1,0.091,0.1
1,0.091,0.12
1,0.091,0.12
1,0.091,0.12
1,0.091,0.12
1,0.091,0.12
1,0.1075,0.12
1,0.1075,0.12
1,0.1075,0.15
1,0.1455,0.15
1,0.1255,0.15
1,0.2,0.28075
1,0.18,0.209
1,0.18,0.209
1,0.4,0.309
1,0.4,0.353
1,0.4,0.353
1,0.3165,0.293
1,0.3165,0.293
1,1,1
