,30,1
32,0.02,0.3
2,0.03,0.35
1,0.05,0.35
1,0.06,0.35
1,0.06,0.4
2,0.07,0.4
1,0.2,0.4
4,0.15,0.27
2,0.25,0.25
2,0.15,0.25
1,0.25,0.25
1,1,1
