,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.14,0.1,0.08,0.065,0.06,0.05,0.045,0.04,0.035,0.0325,0.03,0.028,0.026,0.024,0.023,0.022,0.021,0.019,0.017,0.015,0.013,0.011,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
