,4,5,5,5,5,5,5,5,1
4,24,1,0,0,0,0,0,0,0
5,83,107,0,0,0,0,0,0,0
5,39,218,82,3,0,0,0,0,0
5,18,117,155,47,0,0,0,0,0
5,9,48,98,100,27,0,0,0,0
5,1,24,35,60,40,26,1,0,0
5,1,10,14,20,24,31,12,0,0
5,1,3,7,10,12,17,12,0,0
5,0,3,4,6,1,1,4,3,0
5,0,0,0,1,1,1,0,0,0
1,0,0,1,0,0,1,0,0,0
