,1,1,1,1,1
4,0.22,0.16,0.12,0.08,0.0665
1,0.22,0.16,0.12,0.08,0.0665
5,0.22,0.16,0.12,0.08,0.0665
5,0.22,0.16,0.12,0.08,0.0533
5,0.22,0.16,0.12,0.08,0.0533
5,0.22,0.16,0.12,0.08,0.0533
5,0.22,0.16,0.12,0.08,0.0467
5,0.22,0.16,0.12,0.08,0.0445
5,0.22,0.16,0.12,0.08,0.0445
