,4,5,5,5,5,5,1
4,144,1,0,0,0,0,0
5,1006,267,0,0,0,0,0
5,634,1204,195,0,0,0,0
5,394,716,1005,117,0,0,0
5,388,513,695,624,78,3,0
5,303,532,524,471,327,106,3
5,193,460,595,371,303,411,97
5,137,298,527,497,303,397,488
5,72,189,329,400,315,292,488
5,11,50,83,104,78,71,111
1,1,10,13,8,6,9,19
