,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.075,0.055,0.04,0.03,0.0277,0.0253,0.023,0.022,0.021,0.02,0.019,0.018,0.0174,0.0168,0.0162,0.0156,0.015,0.0144,0.0138,0.0132,0.0126,0.012,0.0116,0.0112,0.0108,0.0104,0.01,0.01,0.01,0.01
