,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.1203,0.089,0.0746,0.0658,0.0597,0.0552,0.0516,0.0487,0.0463,0.0442,0.0424,0.0408,0.0394,0.0382,0.037,0.036,0.0351,0.035
