,1
25,0.02
1,0.02
1,0.02
1,0.02
1,0.05
1,0.25
1,0.18
1,0.18
1,0.22
1,0.22
1,0.22
1,0.25
1,0.25
1,0.25
1,0.3
1,0.45
1,0.55
1,0.7
1,0.7
1,0.7
1,1
1,1
1,1
1,1
1,1
1,1
