,1,1,1,1,1
4,0.08,0.07,0.06,0.055,0.05
5,0.08,0.07,0.06,0.055,0.047
5,0.08,0.07,0.06,0.055,0.042
5,0.08,0.07,0.06,0.055,0.034
5,0.08,0.07,0.06,0.055,0.027
5,0.08,0.07,0.06,0.055,0.022
5,0.08,0.07,0.06,0.055,0.0185
5,0.08,0.07,0.06,0.055,0.013
5,0.08,0.07,0.06,0.055,0.01
