,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.234,0.161,0.131,0.1055,0.09275,0.0805,0.0705,0.0605,0.0555,0.049375,0.044125,0.041625,0.039125,0.034125,0.0305,0.026625,0.02525,0.024125,0.024125,0.024125,0.02275,0.021375,0.01775,0.01775,0
