,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.045,0.035,0.0275,0.025,0.02,0.0175,0.015,0.015,0.0125,0.0125,0.01,0.01,0.01,0.0075,0.005,0.005,0.005,0.005,0.005,0.0025,0.0025,0.0025,0.0025,0,0
