,29,29
25,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.03,0.1355
1,0.03,0.12
1,0.03,0.13
1,0.048,0.1345
1,0.048,0.235
1,0.09,0.1455
1,0.1065,0.209
1,0.2335,0.308
1,0.2,0.25
1,0.55,0.6
1,0.45,0.45
1,0.2545,0.2545
1,0.211,0.211
1,0.2165,0.2165
1,0.2145,0.2145
1,0.2165,0.2165
1,0.2,0.2
1,0.2,0.2
1,0.2,0.2
1,0.2,0.2
1,0.2,0.2
1,0.2,0.2
1,0.2,0.2
1,0.2,0.2
1,0.2,0.2
1,1,1
