,9,10,1,4,4
20,0,0,0,0,0
5,0,0,0,0,0.154
5,0,0,0,0,0.154
5,0,0,0,0,0.154
5,0,0,0,0,0.1748
5,0.0306,0.0306,0.05,0.05,0.2278
5,0.0306,0.0306,0.375,0.375,1
5,0.0306,0.0306,0.375,0.375,1
