,1,1,1,1,1
5,0.125,0.0775,0.062,0.05,0.037
5,0.125,0.0775,0.062,0.05,0.037
5,0.125,0.0775,0.062,0.05,0.0328
5,0.125,0.0775,0.062,0.05,0.0252
5,0.125,0.0775,0.062,0.05,0.019
5,0.125,0.0775,0.062,0.05,0.0146
5,0.125,0.0775,0.062,0.05,0.0127
5,0.125,0.0775,0.062,0.05,0.0125
5,0.125,0.0775,0.062,0.05,0.0125
