,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.045,.035,.0275,.025,.02,.0175,.015,.015,.0125,.0125,.01,.01,.01,.0075,.005,.005,.005,.005,.005,.0025,.0025,.0025,.0025,0,0
