,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0525,.045,.0375,.03,.025,.02,.0175,.015,.013,.0115,.01,.0085,.007,.006,.005,.004,.0035,.003,.0025,.0025
