,1,1,1,1,5,5,5,5,5,5,1
4,22000709,1912127,1065064,125703,153176,0,0,0,0,0,0
5,72187699,32624436,21354760,13632651,25808400,77914,0,0,0,0,0
5,66905903,30883156,26145660,23536656,142943080,22249236,191565,0,0,0,0
5,54531057,26136495,21202976,16596216,139100462,128061032,14366870,99552,0,0,0
5,38117258,19412652,14851848,12339936,116206318,137750672,125271333,30894372,176592,0,0
5,30327992,15779100,12984372,9225000,93867462,96296340,97445184,160741732,34312386,189867,0
5,27904580,13853192,11454681,9675792,86285574,79469208,67401216,142155585,142884753,24586988,60744
5,22101348,11326966,11265688,7038015,71520400,70086753,60806550,106800768,117870090,81779364,14157598
5,15102837,9084460,7513856,7105191,57074268,56610240,49171050,80989562,78632386,55231556,58510940
1,7870824,3927992,3211972,3411891,34421589,32951451,28037760,38037000,33099507,21926464,58544216
