,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.065,.0525,.04,.0225,.01,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075,.0075
