,1,1,1,1,5,5,5,5,5,1
5,550,78,50,25,23,0,0,0,0,0
5,502,145,130,93,267,16,0,0,0,0
5,397,110,91,95,463,179,17,0,0,0
5,310,83,84,79,362,243,120,14,0,0
5,281,83,84,88,396,250,244,110,20,0
5,300,103,74,82,431,270,264,206,103,30
5,301,114,90,81,453,293,291,260,173,141
5,190,79,72,79,420,328,300,214,157,167
5,67,45,52,39,301,222,216,146,30,95
5,23,10,9,6,92,73,82,58,38,41
1,7,5,3,3,32,30,30,47,20,31
