,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,.0851,.0809,.0746,.0694,.0652,.0621,.0589,.0568,.0547,.0531,.0516,.05,.0484,.0468,.0458,.0447,.0437,.0426,.0421,.0416,.0411,.04
