,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.1202,.1112,.0932,.0752,.067,.059,.051,.043,.0392,.0354,.031,.0272,.0234,.0214,.0202,.0182,.0162,.015,.014,.014,.013,.013,.012,.012,.012,.012,.012,.012,.012,.012,.012
