,4,5,5,5,5,5,5,1
5,5385967,669331,0,0,0,0,0,0
5,12112452,6530747,1110348,0,0,0,0,0
5,9741957,13133180,7295244,835695,51225,0,0,0
5,8529024,10069224,11195976,4213630,723027,31332,0,0
5,7115780,10417688,10322377,8703444,4514601,1761408,0,0
5,5596323,9900898,11617657,8497368,7855665,8024053,2104791,0
5,6003651,8124624,10812996,9803024,7726674,9789460,5807243,2564864
5,4099480,6810166,9471450,7486229,6979720,6428611,5643891,6387768
5,2588080,4420853,5993968,4541500,3361444,3147478,1550670,3350326
1,593160,2437528,2077515,1571580,942543,843141,539940,1556916
