,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.058,.053,.048,.044,.041,.038,.035,.032,.029,.026,.023,.021,.019,.017,.015,.014,.012,.011,.01,.009,.008,.008,.007,.007,.006,.006,.005,.005,.004,.005
