,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.07,.06,.04,.03,.025,.02,.0175,.015,.013,.0115,.01,.0085,.007,.006,.005,.005,.005,.005,.005,.005
